task_id,wave,phase,department,district,path,depends_on,status,priority,definition_of_done
W1-INDIC-08_Misiones-Yabebyry,onda1,indicadores_minimos,08_Misiones,Yabebyry,Departamentos/08_Misiones/Yabebyry,W1-FATOS-08_Misiones-Yabebyry,done,P1,Indicadores mínimos completos com unidade e referência temporal
W1-QA-08_Misiones-Yabebyry,onda1,qa_factual,08_Misiones,Yabebyry,Departamentos/08_Misiones/Yabebyry,W1-INDIC-08_Misiones-Yabebyry,done,P1,Checklist Onda 1 aprovado
W2-GSS-08_Misiones-Yabebyry,onda2,gss_calibrado,08_Misiones,Yabebyry,Departamentos/08_Misiones/Yabebyry,W1-QA-08_Misiones-Yabebyry,done,P1,Notas A-E justificadas e GSS recalculado
W2-SENS-08_Misiones-Yabebyry,onda2,sensibilidade_gss,08_Misiones,Yabebyry,Departamentos/08_Misiones/Yabebyry,W2-GSS-08_Misiones-Yabebyry,done,P2,Análise de sensibilidade registrada
W2-QA-08_Misiones-Yabebyry,onda2,qa_quantitativo,08_Misiones,Yabebyry,Departamentos/08_Misiones/Yabebyry,W2-SENS-08_Misiones-Yabebyry,done,P1,Checklist Onda 2 aprovado
W3-MIDIA-08_Misiones-Yabebyry,onda3,midia_especifica,08_Misiones,Yabebyry,Departamentos/08_Misiones/Yabebyry,W2-QA-08_Misiones-Yabebyry,done,P1,>=3 mídias locais específicas + origem
W3-REDACAO-08_Misiones-Yabebyry,onda3,redacao_final_local,08_Misiones,Yabebyry,Departamentos/08_Misiones/Yabebyry,W3-MIDIA-08_Misiones-Yabebyry,done,P2,Texto final local coerente e publicável
W3-QA-08_Misiones-Yabebyry,onda3,qa_publicacao_local,08_Misiones,Yabebyry,Departamentos/08_Misiones/Yabebyry,W3-REDACAO-08_Misiones-Yabebyry,done,P1,Checklist local de publicação aprovado
W1-FATOS-09_Paraguari-Acahay,onda1,base_factual,09_Paraguari,Acahay,Departamentos/09_Paraguari/Acahay,,done,P1,Blocos 1..5 específicos + >=10 afirmações com fonte oficial e data
W1-INDIC-09_Paraguari-Acahay,onda1,indicadores_minimos,09_Paraguari,Acahay,Departamentos/09_Paraguari/Acahay,W1-FATOS-09_Paraguari-Acahay,done,P1,Indicadores mínimos completos com unidade e referência temporal
W1-QA-09_Paraguari-Acahay,onda1,qa_factual,09_Paraguari,Acahay,Departamentos/09_Paraguari/Acahay,W1-INDIC-09_Paraguari-Acahay,done,P1,Checklist Onda 1 aprovado
W2-GSS-09_Paraguari-Acahay,onda2,gss_calibrado,09_Paraguari,Acahay,Departamentos/09_Paraguari/Acahay,W1-QA-09_Paraguari-Acahay,done,P1,Notas A-E justificadas e GSS recalculado
W2-SENS-09_Paraguari-Acahay,onda2,sensibilidade_gss,09_Paraguari,Acahay,Departamentos/09_Paraguari/Acahay,W2-GSS-09_Paraguari-Acahay,done,P2,Análise de sensibilidade registrada
W2-QA-09_Paraguari-Acahay,onda2,qa_quantitativo,09_Paraguari,Acahay,Departamentos/09_Paraguari/Acahay,W2-SENS-09_Paraguari-Acahay,done,P1,Checklist Onda 2 aprovado
W3-MIDIA-09_Paraguari-Acahay,onda3,midia_especifica,09_Paraguari,Acahay,Departamentos/09_Paraguari/Acahay,W2-QA-09_Paraguari-Acahay,done,P1,>=3 mídias locais específicas + origem
W3-REDACAO-09_Paraguari-Acahay,onda3,redacao_final_local,09_Paraguari,Acahay,Departamentos/09_Paraguari/Acahay,W3-MIDIA-09_Paraguari-Acahay,done,P2,Texto final local coerente e publicável
W3-QA-09_Paraguari-Acahay,onda3,qa_publicacao_local,09_Paraguari,Acahay,Departamentos/09_Paraguari/Acahay,W3-REDACAO-09_Paraguari-Acahay,done,P1,Checklist local de publicação aprovado
W1-FATOS-09_Paraguari-Caapucu,onda1,base_factual,09_Paraguari,Caapucu,Departamentos/09_Paraguari/Caapucu,,done,P1,Blocos 1..5 específicos + >=10 afirmações com fonte oficial e data
W1-INDIC-09_Paraguari-Caapucu,onda1,indicadores_minimos,09_Paraguari,Caapucu,Departamentos/09_Paraguari/Caapucu,W1-FATOS-09_Paraguari-Caapucu,done,P1,Indicadores mínimos completos com unidade e referência temporal
W1-QA-09_Paraguari-Caapucu,onda1,qa_factual,09_Paraguari,Caapucu,Departamentos/09_Paraguari/Caapucu,W1-INDIC-09_Paraguari-Caapucu,done,P1,Checklist Onda 1 aprovado
W2-GSS-09_Paraguari-Caapucu,onda2,gss_calibrado,09_Paraguari,Caapucu,Departamentos/09_Paraguari/Caapucu,W1-QA-09_Paraguari-Caapucu,done,P1,Notas A-E justificadas e GSS recalculado
W2-SENS-09_Paraguari-Caapucu,onda2,sensibilidade_gss,09_Paraguari,Caapucu,Departamentos/09_Paraguari/Caapucu,W2-GSS-09_Paraguari-Caapucu,done,P2,Análise de sensibilidade registrada
W2-QA-09_Paraguari-Caapucu,onda2,qa_quantitativo,09_Paraguari,Caapucu,Departamentos/09_Paraguari/Caapucu,W2-SENS-09_Paraguari-Caapucu,done,P1,Checklist Onda 2 aprovado
W3-MIDIA-09_Paraguari-Caapucu,onda3,midia_especifica,09_Paraguari,Caapucu,Departamentos/09_Paraguari/Caapucu,W2-QA-09_Paraguari-Caapucu,done,P1,>=3 mídias locais específicas + origem
W3-REDACAO-09_Paraguari-Caapucu,onda3,redacao_final_local,09_Paraguari,Caapucu,Departamentos/09_Paraguari/Caapucu,W3-MIDIA-09_Paraguari-Caapucu,done,P2,Texto final local coerente e publicável
W3-QA-09_Paraguari-Caapucu,onda3,qa_publicacao_local,09_Paraguari,Caapucu,Departamentos/09_Paraguari/Caapucu,W3-REDACAO-09_Paraguari-Caapucu,done,P1,Checklist local de publicação aprovado
W1-FATOS-09_Paraguari-Caballero,onda1,base_factual,09_Paraguari,Caballero,Departamentos/09_Paraguari/Caballero,,done,P1,Blocos 1..5 específicos + >=10 afirmações com fonte oficial e data
W1-INDIC-09_Paraguari-Caballero,onda1,indicadores_minimos,09_Paraguari,Caballero,Departamentos/09_Paraguari/Caballero,W1-FATOS-09_Paraguari-Caballero,done,P1,Indicadores mínimos completos com unidade e referência temporal
W1-QA-09_Paraguari-Caballero,onda1,qa_factual,09_Paraguari,Caballero,Departamentos/09_Paraguari/Caballero,W1-INDIC-09_Paraguari-Caballero,done,P1,Checklist Onda 1 aprovado
W2-GSS-09_Paraguari-Caballero,onda2,gss_calibrado,09_Paraguari,Caballero,Departamentos/09_Paraguari/Caballero,W1-QA-09_Paraguari-Caballero,done,P1,Notas A-E justificadas e GSS recalculado
W2-SENS-09_Paraguari-Caballero,onda2,sensibilidade_gss,09_Paraguari,Caballero,Departamentos/09_Paraguari/Caballero,W2-GSS-09_Paraguari-Caballero,done,P2,Análise de sensibilidade registrada
W2-QA-09_Paraguari-Caballero,onda2,qa_quantitativo,09_Paraguari,Caballero,Departamentos/09_Paraguari/Caballero,W2-SENS-09_Paraguari-Caballero,done,P1,Checklist Onda 2 aprovado
W3-MIDIA-09_Paraguari-Caballero,onda3,midia_especifica,09_Paraguari,Caballero,Departamentos/09_Paraguari/Caballero,W2-QA-09_Paraguari-Caballero,done,P1,>=3 mídias locais específicas + origem
W3-REDACAO-09_Paraguari-Caballero,onda3,redacao_final_local,09_Paraguari,Caballero,Departamentos/09_Paraguari/Caballero,W3-MIDIA-09_Paraguari-Caballero,done,P2,Texto final local coerente e publicável
W3-QA-09_Paraguari-Caballero,onda3,qa_publicacao_local,09_Paraguari,Caballero,Departamentos/09_Paraguari/Caballero,W3-REDACAO-09_Paraguari-Caballero,done,P1,Checklist local de publicação aprovado
W1-FATOS-09_Paraguari-Carapegua,onda1,base_factual,09_Paraguari,Carapegua,Departamentos/09_Paraguari/Carapegua,,done,P1,Blocos 1..5 específicos + >=10 afirmações com fonte oficial e data
W1-INDIC-09_Paraguari-Carapegua,onda1,indicadores_minimos,09_Paraguari,Carapegua,Departamentos/09_Paraguari/Carapegua,W1-FATOS-09_Paraguari-Carapegua,done,P1,Indicadores mínimos completos com unidade e referência temporal
W1-QA-09_Paraguari-Carapegua,onda1,qa_factual,09_Paraguari,Carapegua,Departamentos/09_Paraguari/Carapegua,W1-INDIC-09_Paraguari-Carapegua,done,P1,Checklist Onda 1 aprovado
W2-GSS-09_Paraguari-Carapegua,onda2,gss_calibrado,09_Paraguari,Carapegua,Departamentos/09_Paraguari/Carapegua,W1-QA-09_Paraguari-Carapegua,done,P1,Notas A-E justificadas e GSS recalculado
W2-SENS-09_Paraguari-Carapegua,onda2,sensibilidade_gss,09_Paraguari,Carapegua,Departamentos/09_Paraguari/Carapegua,W2-GSS-09_Paraguari-Carapegua,done,P2,Análise de sensibilidade registrada
W2-QA-09_Paraguari-Carapegua,onda2,qa_quantitativo,09_Paraguari,Carapegua,Departamentos/09_Paraguari/Carapegua,W2-SENS-09_Paraguari-Carapegua,done,P1,Checklist Onda 2 aprovado
W3-MIDIA-09_Paraguari-Carapegua,onda3,midia_especifica,09_Paraguari,Carapegua,Departamentos/09_Paraguari/Carapegua,W2-QA-09_Paraguari-Carapegua,done,P1,>=3 mídias locais específicas + origem
W3-REDACAO-09_Paraguari-Carapegua,onda3,redacao_final_local,09_Paraguari,Carapegua,Departamentos/09_Paraguari/Carapegua,W3-MIDIA-09_Paraguari-Carapegua,done,P2,Texto final local coerente e publicável
W3-QA-09_Paraguari-Carapegua,onda3,qa_publicacao_local,09_Paraguari,Carapegua,Departamentos/09_Paraguari/Carapegua,W3-REDACAO-09_Paraguari-Carapegua,done,P1,Checklist local de publicação aprovado
W1-FATOS-09_Paraguari-Escobar,onda1,base_factual,09_Paraguari,Escobar,Departamentos/09_Paraguari/Escobar,,done,P1,Blocos 1..5 específicos + >=10 afirmações com fonte oficial e data
W1-INDIC-09_Paraguari-Escobar,onda1,indicadores_minimos,09_Paraguari,Escobar,Departamentos/09_Paraguari/Escobar,W1-FATOS-09_Paraguari-Escobar,done,P1,Indicadores mínimos completos com unidade e referência temporal
W1-QA-09_Paraguari-Escobar,onda1,qa_factual,09_Paraguari,Escobar,Departamentos/09_Paraguari/Escobar,W1-INDIC-09_Paraguari-Escobar,done,P1,Checklist Onda 1 aprovado
W2-GSS-09_Paraguari-Escobar,onda2,gss_calibrado,09_Paraguari,Escobar,Departamentos/09_Paraguari/Escobar,W1-QA-09_Paraguari-Escobar,done,P1,Notas A-E justificadas e GSS recalculado
W2-SENS-09_Paraguari-Escobar,onda2,sensibilidade_gss,09_Paraguari,Escobar,Departamentos/09_Paraguari/Escobar,W2-GSS-09_Paraguari-Escobar,done,P2,Análise de sensibilidade registrada
W2-QA-09_Paraguari-Escobar,onda2,qa_quantitativo,09_Paraguari,Escobar,Departamentos/09_Paraguari/Escobar,W2-SENS-09_Paraguari-Escobar,done,P1,Checklist Onda 2 aprovado
W3-MIDIA-09_Paraguari-Escobar,onda3,midia_especifica,09_Paraguari,Escobar,Departamentos/09_Paraguari/Escobar,W2-QA-09_Paraguari-Escobar,done,P1,>=3 mídias locais específicas + origem
W3-REDACAO-09_Paraguari-Escobar,onda3,redacao_final_local,09_Paraguari,Escobar,Departamentos/09_Paraguari/Escobar,W3-MIDIA-09_Paraguari-Escobar,done,P2,Texto final local coerente e publicável
W3-QA-09_Paraguari-Escobar,onda3,qa_publicacao_local,09_Paraguari,Escobar,Departamentos/09_Paraguari/Escobar,W3-REDACAO-09_Paraguari-Escobar,done,P1,Checklist local de publicação aprovado
W1-FATOS-09_Paraguari-General_Bernardino_Caballero,onda1,base_factual,09_Paraguari,General_Bernardino_Caballero,Departamentos/09_Paraguari/General_Bernardino_Caballero,,done,P1,Blocos 1..5 específicos + >=10 afirmações com fonte oficial e data
W1-INDIC-09_Paraguari-General_Bernardino_Caballero,onda1,indicadores_minimos,09_Paraguari,General_Bernardino_Caballero,Departamentos/09_Paraguari/General_Bernardino_Caballero,W1-FATOS-09_Paraguari-General_Bernardino_Caballero,done,P1,Indicadores mínimos completos com unidade e referência temporal
W1-QA-09_Paraguari-General_Bernardino_Caballero,onda1,qa_factual,09_Paraguari,General_Bernardino_Caballero,Departamentos/09_Paraguari/General_Bernardino_Caballero,W1-INDIC-09_Paraguari-General_Bernardino_Caballero,done,P1,Checklist Onda 1 aprovado
W2-GSS-09_Paraguari-General_Bernardino_Caballero,onda2,gss_calibrado,09_Paraguari,General_Bernardino_Caballero,Departamentos/09_Paraguari/General_Bernardino_Caballero,W1-QA-09_Paraguari-General_Bernardino_Caballero,done,P1,Notas A-E justificadas e GSS recalculado
W2-SENS-09_Paraguari-General_Bernardino_Caballero,onda2,sensibilidade_gss,09_Paraguari,General_Bernardino_Caballero,Departamentos/09_Paraguari/General_Bernardino_Caballero,W2-GSS-09_Paraguari-General_Bernardino_Caballero,done,P2,Análise de sensibilidade registrada
W2-QA-09_Paraguari-General_Bernardino_Caballero,onda2,qa_quantitativo,09_Paraguari,General_Bernardino_Caballero,Departamentos/09_Paraguari/General_Bernardino_Caballero,W2-SENS-09_Paraguari-General_Bernardino_Caballero,done,P1,Checklist Onda 2 aprovado
W3-MIDIA-09_Paraguari-General_Bernardino_Caballero,onda3,midia_especifica,09_Paraguari,General_Bernardino_Caballero,Departamentos/09_Paraguari/General_Bernardino_Caballero,W2-QA-09_Paraguari-General_Bernardino_Caballero,done,P1,>=3 mídias locais específicas + origem
W3-REDACAO-09_Paraguari-General_Bernardino_Caballero,onda3,redacao_final_local,09_Paraguari,General_Bernardino_Caballero,Departamentos/09_Paraguari/General_Bernardino_Caballero,W3-MIDIA-09_Paraguari-General_Bernardino_Caballero,done,P2,Texto final local coerente e publicável
W3-QA-09_Paraguari-General_Bernardino_Caballero,onda3,qa_publicacao_local,09_Paraguari,General_Bernardino_Caballero,Departamentos/09_Paraguari/General_Bernardino_Caballero,W3-REDACAO-09_Paraguari-General_Bernardino_Caballero,done,P1,Checklist local de publicação aprovado
W1-FATOS-09_Paraguari-La_Colmena,onda1,base_factual,09_Paraguari,La_Colmena,Departamentos/09_Paraguari/La_Colmena,,done,P1,Blocos 1..5 específicos + >=10 afirmações com fonte oficial e data
W1-INDIC-09_Paraguari-La_Colmena,onda1,indicadores_minimos,09_Paraguari,La_Colmena,Departamentos/09_Paraguari/La_Colmena,W1-FATOS-09_Paraguari-La_Colmena,done,P1,Indicadores mínimos completos com unidade e referência temporal
W1-QA-09_Paraguari-La_Colmena,onda1,qa_factual,09_Paraguari,La_Colmena,Departamentos/09_Paraguari/La_Colmena,W1-INDIC-09_Paraguari-La_Colmena,done,P1,Checklist Onda 1 aprovado
W2-GSS-09_Paraguari-La_Colmena,onda2,gss_calibrado,09_Paraguari,La_Colmena,Departamentos/09_Paraguari/La_Colmena,W1-QA-09_Paraguari-La_Colmena,done,P1,Notas A-E justificadas e GSS recalculado
W2-SENS-09_Paraguari-La_Colmena,onda2,sensibilidade_gss,09_Paraguari,La_Colmena,Departamentos/09_Paraguari/La_Colmena,W2-GSS-09_Paraguari-La_Colmena,done,P2,Análise de sensibilidade registrada
W2-QA-09_Paraguari-La_Colmena,onda2,qa_quantitativo,09_Paraguari,La_Colmena,Departamentos/09_Paraguari/La_Colmena,W2-SENS-09_Paraguari-La_Colmena,done,P1,Checklist Onda 2 aprovado
W3-MIDIA-09_Paraguari-La_Colmena,onda3,midia_especifica,09_Paraguari,La_Colmena,Departamentos/09_Paraguari/La_Colmena,W2-QA-09_Paraguari-La_Colmena,done,P1,>=3 mídias locais específicas + origem
W3-REDACAO-09_Paraguari-La_Colmena,onda3,redacao_final_local,09_Paraguari,La_Colmena,Departamentos/09_Paraguari/La_Colmena,W3-MIDIA-09_Paraguari-La_Colmena,done,P2,Texto final local coerente e publicável
W3-QA-09_Paraguari-La_Colmena,onda3,qa_publicacao_local,09_Paraguari,La_Colmena,Departamentos/09_Paraguari/La_Colmena,W3-REDACAO-09_Paraguari-La_Colmena,done,P1,Checklist local de publicação aprovado
W1-FATOS-09_Paraguari-Mbuyapey,onda1,base_factual,09_Paraguari,Mbuyapey,Departamentos/09_Paraguari/Mbuyapey,,done,P1,Blocos 1..5 específicos + >=10 afirmações com fonte oficial e data
W1-INDIC-09_Paraguari-Mbuyapey,onda1,indicadores_minimos,09_Paraguari,Mbuyapey,Departamentos/09_Paraguari/Mbuyapey,W1-FATOS-09_Paraguari-Mbuyapey,done,P1,Indicadores mínimos completos com unidade e referência temporal
W1-QA-09_Paraguari-Mbuyapey,onda1,qa_factual,09_Paraguari,Mbuyapey,Departamentos/09_Paraguari/Mbuyapey,W1-INDIC-09_Paraguari-Mbuyapey,done,P1,Checklist Onda 1 aprovado
W2-GSS-09_Paraguari-Mbuyapey,onda2,gss_calibrado,09_Paraguari,Mbuyapey,Departamentos/09_Paraguari/Mbuyapey,W1-QA-09_Paraguari-Mbuyapey,done,P1,Notas A-E justificadas e GSS recalculado
W2-SENS-09_Paraguari-Mbuyapey,onda2,sensibilidade_gss,09_Paraguari,Mbuyapey,Departamentos/09_Paraguari/Mbuyapey,W2-GSS-09_Paraguari-Mbuyapey,done,P2,Análise de sensibilidade registrada
W2-QA-09_Paraguari-Mbuyapey,onda2,qa_quantitativo,09_Paraguari,Mbuyapey,Departamentos/09_Paraguari/Mbuyapey,W2-SENS-09_Paraguari-Mbuyapey,done,P1,Checklist Onda 2 aprovado
W3-MIDIA-09_Paraguari-Mbuyapey,onda3,midia_especifica,09_Paraguari,Mbuyapey,Departamentos/09_Paraguari/Mbuyapey,W2-QA-09_Paraguari-Mbuyapey,done,P1,>=3 mídias locais específicas + origem
W3-REDACAO-09_Paraguari-Mbuyapey,onda3,redacao_final_local,09_Paraguari,Mbuyapey,Departamentos/09_Paraguari/Mbuyapey,W3-MIDIA-09_Paraguari-Mbuyapey,done,P2,Texto final local coerente e publicável
W3-QA-09_Paraguari-Mbuyapey,onda3,qa_publicacao_local,09_Paraguari,Mbuyapey,Departamentos/09_Paraguari/Mbuyapey,W3-REDACAO-09_Paraguari-Mbuyapey,done,P1,Checklist local de publicação aprovado
W1-FATOS-09_Paraguari-Paraguari,onda1,base_factual,09_Paraguari,Paraguari,Departamentos/09_Paraguari/Paraguari,,done,P1,Blocos 1..5 específicos + >=10 afirmações com fonte oficial e data
W1-INDIC-09_Paraguari-Paraguari,onda1,indicadores_minimos,09_Paraguari,Paraguari,Departamentos/09_Paraguari/Paraguari,W1-FATOS-09_Paraguari-Paraguari,done,P1,Indicadores mínimos completos com unidade e referência temporal
W1-QA-09_Paraguari-Paraguari,onda1,qa_factual,09_Paraguari,Paraguari,Departamentos/09_Paraguari/Paraguari,W1-INDIC-09_Paraguari-Paraguari,done,P1,Checklist Onda 1 aprovado
W2-GSS-09_Paraguari-Paraguari,onda2,gss_calibrado,09_Paraguari,Paraguari,Departamentos/09_Paraguari/Paraguari,W1-QA-09_Paraguari-Paraguari,done,P1,Notas A-E justificadas e GSS recalculado
W2-SENS-09_Paraguari-Paraguari,onda2,sensibilidade_gss,09_Paraguari,Paraguari,Departamentos/09_Paraguari/Paraguari,W2-GSS-09_Paraguari-Paraguari,done,P2,Análise de sensibilidade registrada
W2-QA-09_Paraguari-Paraguari,onda2,qa_quantitativo,09_Paraguari,Paraguari,Departamentos/09_Paraguari/Paraguari,W2-SENS-09_Paraguari-Paraguari,done,P1,Checklist Onda 2 aprovado
W3-MIDIA-09_Paraguari-Paraguari,onda3,midia_especifica,09_Paraguari,Paraguari,Departamentos/09_Paraguari/Paraguari,W2-QA-09_Paraguari-Paraguari,done,P1,>=3 mídias locais específicas + origem
W3-REDACAO-09_Paraguari-Paraguari,onda3,redacao_final_local,09_Paraguari,Paraguari,Departamentos/09_Paraguari/Paraguari,W3-MIDIA-09_Paraguari-Paraguari,done,P2,Texto final local coerente e publicável
W3-QA-09_Paraguari-Paraguari,onda3,qa_publicacao_local,09_Paraguari,Paraguari,Departamentos/09_Paraguari/Paraguari,W3-REDACAO-09_Paraguari-Paraguari,done,P1,Checklist local de publicação aprovado
W1-FATOS-09_Paraguari-Pirayu,onda1,base_factual,09_Paraguari,Pirayu,Departamentos/09_Paraguari/Pirayu,,done,P1,Blocos 1..5 específicos + >=10 afirmações com fonte oficial e data
W1-INDIC-09_Paraguari-Pirayu,onda1,indicadores_minimos,09_Paraguari,Pirayu,Departamentos/09_Paraguari/Pirayu,W1-FATOS-09_Paraguari-Pirayu,done,P1,Indicadores mínimos completos com unidade e referência temporal
W1-QA-09_Paraguari-Pirayu,onda1,qa_factual,09_Paraguari,Pirayu,Departamentos/09_Paraguari/Pirayu,W1-INDIC-09_Paraguari-Pirayu,done,P1,Checklist Onda 1 aprovado
W2-GSS-09_Paraguari-Pirayu,onda2,gss_calibrado,09_Paraguari,Pirayu,Departamentos/09_Paraguari/Pirayu,W1-QA-09_Paraguari-Pirayu,done,P1,Notas A-E justificadas e GSS recalculado
W2-SENS-09_Paraguari-Pirayu,onda2,sensibilidade_gss,09_Paraguari,Pirayu,Departamentos/09_Paraguari/Pirayu,W2-GSS-09_Paraguari-Pirayu,done,P2,Análise de sensibilidade registrada
W2-QA-09_Paraguari-Pirayu,onda2,qa_quantitativo,09_Paraguari,Pirayu,Departamentos/09_Paraguari/Pirayu,W2-SENS-09_Paraguari-Pirayu,done,P1,Checklist Onda 2 aprovado
W3-MIDIA-09_Paraguari-Pirayu,onda3,midia_especifica,09_Paraguari,Pirayu,Departamentos/09_Paraguari/Pirayu,W2-QA-09_Paraguari-Pirayu,done,P1,>=3 mídias locais específicas + origem
W3-REDACAO-09_Paraguari-Pirayu,onda3,redacao_final_local,09_Paraguari,Pirayu,Departamentos/09_Paraguari/Pirayu,W3-MIDIA-09_Paraguari-Pirayu,done,P2,Texto final local coerente e publicável
W3-QA-09_Paraguari-Pirayu,onda3,qa_publicacao_local,09_Paraguari,Pirayu,Departamentos/09_Paraguari/Pirayu,W3-REDACAO-09_Paraguari-Pirayu,done,P1,Checklist local de publicação aprovado
W1-FATOS-09_Paraguari-Quiindy,onda1,base_factual,09_Paraguari,Quiindy,Departamentos/09_Paraguari/Quiindy,,done,P1,Blocos 1..5 específicos + >=10 afirmações com fonte oficial e data
W1-INDIC-09_Paraguari-Quiindy,onda1,indicadores_minimos,09_Paraguari,Quiindy,Departamentos/09_Paraguari/Quiindy,W1-FATOS-09_Paraguari-Quiindy,done,P1,Indicadores mínimos completos com unidade e referência temporal
W1-QA-09_Paraguari-Quiindy,onda1,qa_factual,09_Paraguari,Quiindy,Departamentos/09_Paraguari/Quiindy,W1-INDIC-09_Paraguari-Quiindy,done,P1,Checklist Onda 1 aprovado
W2-GSS-09_Paraguari-Quiindy,onda2,gss_calibrado,09_Paraguari,Quiindy,Departamentos/09_Paraguari/Quiindy,W1-QA-09_Paraguari-Quiindy,done,P1,Notas A-E justificadas e GSS recalculado
W2-SENS-09_Paraguari-Quiindy,onda2,sensibilidade_gss,09_Paraguari,Quiindy,Departamentos/09_Paraguari/Quiindy,W2-GSS-09_Paraguari-Quiindy,done,P2,Análise de sensibilidade registrada
W2-QA-09_Paraguari-Quiindy,onda2,qa_quantitativo,09_Paraguari,Quiindy,Departamentos/09_Paraguari/Quiindy,W2-SENS-09_Paraguari-Quiindy,done,P1,Checklist Onda 2 aprovado
W3-MIDIA-09_Paraguari-Quiindy,onda3,midia_especifica,09_Paraguari,Quiindy,Departamentos/09_Paraguari/Quiindy,W2-QA-09_Paraguari-Quiindy,done,P1,>=3 mídias locais específicas + origem
W3-REDACAO-09_Paraguari-Quiindy,onda3,redacao_final_local,09_Paraguari,Quiindy,Departamentos/09_Paraguari/Quiindy,W3-MIDIA-09_Paraguari-Quiindy,done,P2,Texto final local coerente e publicável
W3-QA-09_Paraguari-Quiindy,onda3,qa_publicacao_local,09_Paraguari,Quiindy,Departamentos/09_Paraguari/Quiindy,W3-REDACAO-09_Paraguari-Quiindy,done,P1,Checklist local de publicação aprovado
W1-FATOS-09_Paraguari-Quyquyho,onda1,base_factual,09_Paraguari,Quyquyho,Departamentos/09_Paraguari/Quyquyho,,done,P1,Blocos 1..5 específicos + >=10 afirmações com fonte oficial e data
W1-INDIC-09_Paraguari-Quyquyho,onda1,indicadores_minimos,09_Paraguari,Quyquyho,Departamentos/09_Paraguari/Quyquyho,W1-FATOS-09_Paraguari-Quyquyho,done,P1,Indicadores mínimos completos com unidade e referência temporal
W1-QA-09_Paraguari-Quyquyho,onda1,qa_factual,09_Paraguari,Quyquyho,Departamentos/09_Paraguari/Quyquyho,W1-INDIC-09_Paraguari-Quyquyho,done,P1,Checklist Onda 1 aprovado
W2-GSS-09_Paraguari-Quyquyho,onda2,gss_calibrado,09_Paraguari,Quyquyho,Departamentos/09_Paraguari/Quyquyho,W1-QA-09_Paraguari-Quyquyho,done,P1,Notas A-E justificadas e GSS recalculado
W2-SENS-09_Paraguari-Quyquyho,onda2,sensibilidade_gss,09_Paraguari,Quyquyho,Departamentos/09_Paraguari/Quyquyho,W2-GSS-09_Paraguari-Quyquyho,done,P2,Análise de sensibilidade registrada
W2-QA-09_Paraguari-Quyquyho,onda2,qa_quantitativo,09_Paraguari,Quyquyho,Departamentos/09_Paraguari/Quyquyho,W2-SENS-09_Paraguari-Quyquyho,done,P1,Checklist Onda 2 aprovado
W3-MIDIA-09_Paraguari-Quyquyho,onda3,midia_especifica,09_Paraguari,Quyquyho,Departamentos/09_Paraguari/Quyquyho,W2-QA-09_Paraguari-Quyquyho,done,P1,>=3 mídias locais específicas + origem
W3-REDACAO-09_Paraguari-Quyquyho,onda3,redacao_final_local,09_Paraguari,Quyquyho,Departamentos/09_Paraguari/Quyquyho,W3-MIDIA-09_Paraguari-Quyquyho,done,P2,Texto final local coerente e publicável
W3-QA-09_Paraguari-Quyquyho,onda3,qa_publicacao_local,09_Paraguari,Quyquyho,Departamentos/09_Paraguari/Quyquyho,W3-REDACAO-09_Paraguari-Quyquyho,done,P1,Checklist local de publicação aprovado
W1-FATOS-09_Paraguari-San_Roque_Gonzalez,onda1,base_factual,09_Paraguari,San_Roque_Gonzalez,Departamentos/09_Paraguari/San_Roque_Gonzalez,,done,P1,Blocos 1..5 específicos + >=10 afirmações com fonte oficial e data
W1-INDIC-09_Paraguari-San_Roque_Gonzalez,onda1,indicadores_minimos,09_Paraguari,San_Roque_Gonzalez,Departamentos/09_Paraguari/San_Roque_Gonzalez,W1-FATOS-09_Paraguari-San_Roque_Gonzalez,done,P1,Indicadores mínimos completos com unidade e referência temporal
W1-QA-09_Paraguari-San_Roque_Gonzalez,onda1,qa_factual,09_Paraguari,San_Roque_Gonzalez,Departamentos/09_Paraguari/San_Roque_Gonzalez,W1-INDIC-09_Paraguari-San_Roque_Gonzalez,done,P1,Checklist Onda 1 aprovado
W2-GSS-09_Paraguari-San_Roque_Gonzalez,onda2,gss_calibrado,09_Paraguari,San_Roque_Gonzalez,Departamentos/09_Paraguari/San_Roque_Gonzalez,W1-QA-09_Paraguari-San_Roque_Gonzalez,done,P1,Notas A-E justificadas e GSS recalculado
W2-SENS-09_Paraguari-San_Roque_Gonzalez,onda2,sensibilidade_gss,09_Paraguari,San_Roque_Gonzalez,Departamentos/09_Paraguari/San_Roque_Gonzalez,W2-GSS-09_Paraguari-San_Roque_Gonzalez,done,P2,Análise de sensibilidade registrada
W2-QA-09_Paraguari-San_Roque_Gonzalez,onda2,qa_quantitativo,09_Paraguari,San_Roque_Gonzalez,Departamentos/09_Paraguari/San_Roque_Gonzalez,W2-SENS-09_Paraguari-San_Roque_Gonzalez,done,P1,Checklist Onda 2 aprovado
W3-MIDIA-09_Paraguari-San_Roque_Gonzalez,onda3,midia_especifica,09_Paraguari,San_Roque_Gonzalez,Departamentos/09_Paraguari/San_Roque_Gonzalez,W2-QA-09_Paraguari-San_Roque_Gonzalez,done,P1,>=3 mídias locais específicas + origem
