task_id,phase,department,district,path,depends_on,status,priority,definition_of_done
ENR-VALIDA-07_Itapua-Natalio,validar_enriquecimento,07_Itapua,Natalio,Departamentos/07_Itapua/Natalio,ENR-MIDIA-MD-07_Itapua-Natalio,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-07_Itapua-Nueva_Alborada,enriquecer_dados,07_Itapua,Nueva_Alborada,Departamentos/07_Itapua/Nueva_Alborada,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-07_Itapua-Nueva_Alborada,recalcular_gss,07_Itapua,Nueva_Alborada,Departamentos/07_Itapua/Nueva_Alborada,ENR-DADOS-07_Itapua-Nueva_Alborada,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-07_Itapua-Nueva_Alborada,baixar_midia,07_Itapua,Nueva_Alborada,Departamentos/07_Itapua/Nueva_Alborada,ENR-DADOS-07_Itapua-Nueva_Alborada,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/07_Itapua/Nueva_Alborada/media/
ENR-MIDIA-MD-07_Itapua-Nueva_Alborada,atualizar_media_md,07_Itapua,Nueva_Alborada,Departamentos/07_Itapua/Nueva_Alborada,ENR-MIDIA-DOWN-07_Itapua-Nueva_Alborada,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-07_Itapua-Nueva_Alborada,validar_enriquecimento,07_Itapua,Nueva_Alborada,Departamentos/07_Itapua/Nueva_Alborada,ENR-MIDIA-MD-07_Itapua-Nueva_Alborada,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-07_Itapua-Obligado,enriquecer_dados,07_Itapua,Obligado,Departamentos/07_Itapua/Obligado,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-07_Itapua-Obligado,recalcular_gss,07_Itapua,Obligado,Departamentos/07_Itapua/Obligado,ENR-DADOS-07_Itapua-Obligado,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-07_Itapua-Obligado,baixar_midia,07_Itapua,Obligado,Departamentos/07_Itapua/Obligado,ENR-DADOS-07_Itapua-Obligado,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/07_Itapua/Obligado/media/
ENR-MIDIA-MD-07_Itapua-Obligado,atualizar_media_md,07_Itapua,Obligado,Departamentos/07_Itapua/Obligado,ENR-MIDIA-DOWN-07_Itapua-Obligado,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-07_Itapua-Obligado,validar_enriquecimento,07_Itapua,Obligado,Departamentos/07_Itapua/Obligado,ENR-MIDIA-MD-07_Itapua-Obligado,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-07_Itapua-Pirapo,enriquecer_dados,07_Itapua,Pirapo,Departamentos/07_Itapua/Pirapo,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-07_Itapua-Pirapo,recalcular_gss,07_Itapua,Pirapo,Departamentos/07_Itapua/Pirapo,ENR-DADOS-07_Itapua-Pirapo,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-07_Itapua-Pirapo,baixar_midia,07_Itapua,Pirapo,Departamentos/07_Itapua/Pirapo,ENR-DADOS-07_Itapua-Pirapo,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/07_Itapua/Pirapo/media/
ENR-MIDIA-MD-07_Itapua-Pirapo,atualizar_media_md,07_Itapua,Pirapo,Departamentos/07_Itapua/Pirapo,ENR-MIDIA-DOWN-07_Itapua-Pirapo,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-07_Itapua-Pirapo,validar_enriquecimento,07_Itapua,Pirapo,Departamentos/07_Itapua/Pirapo,ENR-MIDIA-MD-07_Itapua-Pirapo,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-07_Itapua-San_Cosme_y_Damian,enriquecer_dados,07_Itapua,San_Cosme_y_Damian,Departamentos/07_Itapua/San_Cosme_y_Damian,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-07_Itapua-San_Cosme_y_Damian,recalcular_gss,07_Itapua,San_Cosme_y_Damian,Departamentos/07_Itapua/San_Cosme_y_Damian,ENR-DADOS-07_Itapua-San_Cosme_y_Damian,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-07_Itapua-San_Cosme_y_Damian,baixar_midia,07_Itapua,San_Cosme_y_Damian,Departamentos/07_Itapua/San_Cosme_y_Damian,ENR-DADOS-07_Itapua-San_Cosme_y_Damian,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/07_Itapua/San_Cosme_y_Damian/media/
ENR-MIDIA-MD-07_Itapua-San_Cosme_y_Damian,atualizar_media_md,07_Itapua,San_Cosme_y_Damian,Departamentos/07_Itapua/San_Cosme_y_Damian,ENR-MIDIA-DOWN-07_Itapua-San_Cosme_y_Damian,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-07_Itapua-San_Cosme_y_Damian,validar_enriquecimento,07_Itapua,San_Cosme_y_Damian,Departamentos/07_Itapua/San_Cosme_y_Damian,ENR-MIDIA-MD-07_Itapua-San_Cosme_y_Damian,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-07_Itapua-San_Juan_del_Parana,enriquecer_dados,07_Itapua,San_Juan_del_Parana,Departamentos/07_Itapua/San_Juan_del_Parana,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-07_Itapua-San_Juan_del_Parana,recalcular_gss,07_Itapua,San_Juan_del_Parana,Departamentos/07_Itapua/San_Juan_del_Parana,ENR-DADOS-07_Itapua-San_Juan_del_Parana,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-07_Itapua-San_Juan_del_Parana,baixar_midia,07_Itapua,San_Juan_del_Parana,Departamentos/07_Itapua/San_Juan_del_Parana,ENR-DADOS-07_Itapua-San_Juan_del_Parana,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/07_Itapua/San_Juan_del_Parana/media/
ENR-MIDIA-MD-07_Itapua-San_Juan_del_Parana,atualizar_media_md,07_Itapua,San_Juan_del_Parana,Departamentos/07_Itapua/San_Juan_del_Parana,ENR-MIDIA-DOWN-07_Itapua-San_Juan_del_Parana,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-07_Itapua-San_Juan_del_Parana,validar_enriquecimento,07_Itapua,San_Juan_del_Parana,Departamentos/07_Itapua/San_Juan_del_Parana,ENR-MIDIA-MD-07_Itapua-San_Juan_del_Parana,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-07_Itapua-San_Pedro_del_Parana,enriquecer_dados,07_Itapua,San_Pedro_del_Parana,Departamentos/07_Itapua/San_Pedro_del_Parana,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-07_Itapua-San_Pedro_del_Parana,recalcular_gss,07_Itapua,San_Pedro_del_Parana,Departamentos/07_Itapua/San_Pedro_del_Parana,ENR-DADOS-07_Itapua-San_Pedro_del_Parana,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-07_Itapua-San_Pedro_del_Parana,baixar_midia,07_Itapua,San_Pedro_del_Parana,Departamentos/07_Itapua/San_Pedro_del_Parana,ENR-DADOS-07_Itapua-San_Pedro_del_Parana,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/07_Itapua/San_Pedro_del_Parana/media/
ENR-MIDIA-MD-07_Itapua-San_Pedro_del_Parana,atualizar_media_md,07_Itapua,San_Pedro_del_Parana,Departamentos/07_Itapua/San_Pedro_del_Parana,ENR-MIDIA-DOWN-07_Itapua-San_Pedro_del_Parana,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-07_Itapua-San_Pedro_del_Parana,validar_enriquecimento,07_Itapua,San_Pedro_del_Parana,Departamentos/07_Itapua/San_Pedro_del_Parana,ENR-MIDIA-MD-07_Itapua-San_Pedro_del_Parana,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-07_Itapua-San_Rafael_del_Parana,enriquecer_dados,07_Itapua,San_Rafael_del_Parana,Departamentos/07_Itapua/San_Rafael_del_Parana,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-07_Itapua-San_Rafael_del_Parana,recalcular_gss,07_Itapua,San_Rafael_del_Parana,Departamentos/07_Itapua/San_Rafael_del_Parana,ENR-DADOS-07_Itapua-San_Rafael_del_Parana,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-07_Itapua-San_Rafael_del_Parana,baixar_midia,07_Itapua,San_Rafael_del_Parana,Departamentos/07_Itapua/San_Rafael_del_Parana,ENR-DADOS-07_Itapua-San_Rafael_del_Parana,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/07_Itapua/San_Rafael_del_Parana/media/
ENR-MIDIA-MD-07_Itapua-San_Rafael_del_Parana,atualizar_media_md,07_Itapua,San_Rafael_del_Parana,Departamentos/07_Itapua/San_Rafael_del_Parana,ENR-MIDIA-DOWN-07_Itapua-San_Rafael_del_Parana,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-07_Itapua-San_Rafael_del_Parana,validar_enriquecimento,07_Itapua,San_Rafael_del_Parana,Departamentos/07_Itapua/San_Rafael_del_Parana,ENR-MIDIA-MD-07_Itapua-San_Rafael_del_Parana,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-07_Itapua-Tomas_Romero_Pereira,enriquecer_dados,07_Itapua,Tomas_Romero_Pereira,Departamentos/07_Itapua/Tomas_Romero_Pereira,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-07_Itapua-Tomas_Romero_Pereira,recalcular_gss,07_Itapua,Tomas_Romero_Pereira,Departamentos/07_Itapua/Tomas_Romero_Pereira,ENR-DADOS-07_Itapua-Tomas_Romero_Pereira,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-07_Itapua-Tomas_Romero_Pereira,baixar_midia,07_Itapua,Tomas_Romero_Pereira,Departamentos/07_Itapua/Tomas_Romero_Pereira,ENR-DADOS-07_Itapua-Tomas_Romero_Pereira,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/07_Itapua/Tomas_Romero_Pereira/media/
ENR-MIDIA-MD-07_Itapua-Tomas_Romero_Pereira,atualizar_media_md,07_Itapua,Tomas_Romero_Pereira,Departamentos/07_Itapua/Tomas_Romero_Pereira,ENR-MIDIA-DOWN-07_Itapua-Tomas_Romero_Pereira,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-07_Itapua-Tomas_Romero_Pereira,validar_enriquecimento,07_Itapua,Tomas_Romero_Pereira,Departamentos/07_Itapua/Tomas_Romero_Pereira,ENR-MIDIA-MD-07_Itapua-Tomas_Romero_Pereira,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-07_Itapua-Trinidad,enriquecer_dados,07_Itapua,Trinidad,Departamentos/07_Itapua/Trinidad,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-07_Itapua-Trinidad,recalcular_gss,07_Itapua,Trinidad,Departamentos/07_Itapua/Trinidad,ENR-DADOS-07_Itapua-Trinidad,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-07_Itapua-Trinidad,baixar_midia,07_Itapua,Trinidad,Departamentos/07_Itapua/Trinidad,ENR-DADOS-07_Itapua-Trinidad,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/07_Itapua/Trinidad/media/
ENR-MIDIA-MD-07_Itapua-Trinidad,atualizar_media_md,07_Itapua,Trinidad,Departamentos/07_Itapua/Trinidad,ENR-MIDIA-DOWN-07_Itapua-Trinidad,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-07_Itapua-Trinidad,validar_enriquecimento,07_Itapua,Trinidad,Departamentos/07_Itapua/Trinidad,ENR-MIDIA-MD-07_Itapua-Trinidad,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-07_Itapua-Yatytay,enriquecer_dados,07_Itapua,Yatytay,Departamentos/07_Itapua/Yatytay,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-07_Itapua-Yatytay,recalcular_gss,07_Itapua,Yatytay,Departamentos/07_Itapua/Yatytay,ENR-DADOS-07_Itapua-Yatytay,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-07_Itapua-Yatytay,baixar_midia,07_Itapua,Yatytay,Departamentos/07_Itapua/Yatytay,ENR-DADOS-07_Itapua-Yatytay,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/07_Itapua/Yatytay/media/
ENR-MIDIA-MD-07_Itapua-Yatytay,atualizar_media_md,07_Itapua,Yatytay,Departamentos/07_Itapua/Yatytay,ENR-MIDIA-DOWN-07_Itapua-Yatytay,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-07_Itapua-Yatytay,validar_enriquecimento,07_Itapua,Yatytay,Departamentos/07_Itapua/Yatytay,ENR-MIDIA-MD-07_Itapua-Yatytay,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-08_Misiones-Ayolas,enriquecer_dados,08_Misiones,Ayolas,Departamentos/08_Misiones/Ayolas,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-08_Misiones-Ayolas,recalcular_gss,08_Misiones,Ayolas,Departamentos/08_Misiones/Ayolas,ENR-DADOS-08_Misiones-Ayolas,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-08_Misiones-Ayolas,baixar_midia,08_Misiones,Ayolas,Departamentos/08_Misiones/Ayolas,ENR-DADOS-08_Misiones-Ayolas,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/08_Misiones/Ayolas/media/
ENR-MIDIA-MD-08_Misiones-Ayolas,atualizar_media_md,08_Misiones,Ayolas,Departamentos/08_Misiones/Ayolas,ENR-MIDIA-DOWN-08_Misiones-Ayolas,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-08_Misiones-Ayolas,validar_enriquecimento,08_Misiones,Ayolas,Departamentos/08_Misiones/Ayolas,ENR-MIDIA-MD-08_Misiones-Ayolas,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-08_Misiones-San_Ignacio,enriquecer_dados,08_Misiones,San_Ignacio,Departamentos/08_Misiones/San_Ignacio,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-08_Misiones-San_Ignacio,recalcular_gss,08_Misiones,San_Ignacio,Departamentos/08_Misiones/San_Ignacio,ENR-DADOS-08_Misiones-San_Ignacio,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-08_Misiones-San_Ignacio,baixar_midia,08_Misiones,San_Ignacio,Departamentos/08_Misiones/San_Ignacio,ENR-DADOS-08_Misiones-San_Ignacio,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/08_Misiones/San_Ignacio/media/
ENR-MIDIA-MD-08_Misiones-San_Ignacio,atualizar_media_md,08_Misiones,San_Ignacio,Departamentos/08_Misiones/San_Ignacio,ENR-MIDIA-DOWN-08_Misiones-San_Ignacio,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-08_Misiones-San_Ignacio,validar_enriquecimento,08_Misiones,San_Ignacio,Departamentos/08_Misiones/San_Ignacio,ENR-MIDIA-MD-08_Misiones-San_Ignacio,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-08_Misiones-San_Juan_Bautista,enriquecer_dados,08_Misiones,San_Juan_Bautista,Departamentos/08_Misiones/San_Juan_Bautista,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-08_Misiones-San_Juan_Bautista,recalcular_gss,08_Misiones,San_Juan_Bautista,Departamentos/08_Misiones/San_Juan_Bautista,ENR-DADOS-08_Misiones-San_Juan_Bautista,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-08_Misiones-San_Juan_Bautista,baixar_midia,08_Misiones,San_Juan_Bautista,Departamentos/08_Misiones/San_Juan_Bautista,ENR-DADOS-08_Misiones-San_Juan_Bautista,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/08_Misiones/San_Juan_Bautista/media/
ENR-MIDIA-MD-08_Misiones-San_Juan_Bautista,atualizar_media_md,08_Misiones,San_Juan_Bautista,Departamentos/08_Misiones/San_Juan_Bautista,ENR-MIDIA-DOWN-08_Misiones-San_Juan_Bautista,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-08_Misiones-San_Juan_Bautista,validar_enriquecimento,08_Misiones,San_Juan_Bautista,Departamentos/08_Misiones/San_Juan_Bautista,ENR-MIDIA-MD-08_Misiones-San_Juan_Bautista,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-08_Misiones-San_Miguel,enriquecer_dados,08_Misiones,San_Miguel,Departamentos/08_Misiones/San_Miguel,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-08_Misiones-San_Miguel,recalcular_gss,08_Misiones,San_Miguel,Departamentos/08_Misiones/San_Miguel,ENR-DADOS-08_Misiones-San_Miguel,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-08_Misiones-San_Miguel,baixar_midia,08_Misiones,San_Miguel,Departamentos/08_Misiones/San_Miguel,ENR-DADOS-08_Misiones-San_Miguel,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/08_Misiones/San_Miguel/media/
ENR-MIDIA-MD-08_Misiones-San_Miguel,atualizar_media_md,08_Misiones,San_Miguel,Departamentos/08_Misiones/San_Miguel,ENR-MIDIA-DOWN-08_Misiones-San_Miguel,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-08_Misiones-San_Miguel,validar_enriquecimento,08_Misiones,San_Miguel,Departamentos/08_Misiones/San_Miguel,ENR-MIDIA-MD-08_Misiones-San_Miguel,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-08_Misiones-San_Patricio,enriquecer_dados,08_Misiones,San_Patricio,Departamentos/08_Misiones/San_Patricio,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-08_Misiones-San_Patricio,recalcular_gss,08_Misiones,San_Patricio,Departamentos/08_Misiones/San_Patricio,ENR-DADOS-08_Misiones-San_Patricio,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-08_Misiones-San_Patricio,baixar_midia,08_Misiones,San_Patricio,Departamentos/08_Misiones/San_Patricio,ENR-DADOS-08_Misiones-San_Patricio,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/08_Misiones/San_Patricio/media/
ENR-MIDIA-MD-08_Misiones-San_Patricio,atualizar_media_md,08_Misiones,San_Patricio,Departamentos/08_Misiones/San_Patricio,ENR-MIDIA-DOWN-08_Misiones-San_Patricio,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-08_Misiones-San_Patricio,validar_enriquecimento,08_Misiones,San_Patricio,Departamentos/08_Misiones/San_Patricio,ENR-MIDIA-MD-08_Misiones-San_Patricio,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-08_Misiones-Santa_Maria,enriquecer_dados,08_Misiones,Santa_Maria,Departamentos/08_Misiones/Santa_Maria,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-08_Misiones-Santa_Maria,recalcular_gss,08_Misiones,Santa_Maria,Departamentos/08_Misiones/Santa_Maria,ENR-DADOS-08_Misiones-Santa_Maria,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-08_Misiones-Santa_Maria,baixar_midia,08_Misiones,Santa_Maria,Departamentos/08_Misiones/Santa_Maria,ENR-DADOS-08_Misiones-Santa_Maria,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/08_Misiones/Santa_Maria/media/
ENR-MIDIA-MD-08_Misiones-Santa_Maria,atualizar_media_md,08_Misiones,Santa_Maria,Departamentos/08_Misiones/Santa_Maria,ENR-MIDIA-DOWN-08_Misiones-Santa_Maria,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-08_Misiones-Santa_Maria,validar_enriquecimento,08_Misiones,Santa_Maria,Departamentos/08_Misiones/Santa_Maria,ENR-MIDIA-MD-08_Misiones-Santa_Maria,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-08_Misiones-Santa_Rosa,enriquecer_dados,08_Misiones,Santa_Rosa,Departamentos/08_Misiones/Santa_Rosa,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-08_Misiones-Santa_Rosa,recalcular_gss,08_Misiones,Santa_Rosa,Departamentos/08_Misiones/Santa_Rosa,ENR-DADOS-08_Misiones-Santa_Rosa,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-08_Misiones-Santa_Rosa,baixar_midia,08_Misiones,Santa_Rosa,Departamentos/08_Misiones/Santa_Rosa,ENR-DADOS-08_Misiones-Santa_Rosa,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/08_Misiones/Santa_Rosa/media/
ENR-MIDIA-MD-08_Misiones-Santa_Rosa,atualizar_media_md,08_Misiones,Santa_Rosa,Departamentos/08_Misiones/Santa_Rosa,ENR-MIDIA-DOWN-08_Misiones-Santa_Rosa,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-08_Misiones-Santa_Rosa,validar_enriquecimento,08_Misiones,Santa_Rosa,Departamentos/08_Misiones/Santa_Rosa,ENR-MIDIA-MD-08_Misiones-Santa_Rosa,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-08_Misiones-Santiago,enriquecer_dados,08_Misiones,Santiago,Departamentos/08_Misiones/Santiago,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-08_Misiones-Santiago,recalcular_gss,08_Misiones,Santiago,Departamentos/08_Misiones/Santiago,ENR-DADOS-08_Misiones-Santiago,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-08_Misiones-Santiago,baixar_midia,08_Misiones,Santiago,Departamentos/08_Misiones/Santiago,ENR-DADOS-08_Misiones-Santiago,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/08_Misiones/Santiago/media/
ENR-MIDIA-MD-08_Misiones-Santiago,atualizar_media_md,08_Misiones,Santiago,Departamentos/08_Misiones/Santiago,ENR-MIDIA-DOWN-08_Misiones-Santiago,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-08_Misiones-Santiago,validar_enriquecimento,08_Misiones,Santiago,Departamentos/08_Misiones/Santiago,ENR-MIDIA-MD-08_Misiones-Santiago,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-08_Misiones-Villa_Florida,enriquecer_dados,08_Misiones,Villa_Florida,Departamentos/08_Misiones/Villa_Florida,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-08_Misiones-Villa_Florida,recalcular_gss,08_Misiones,Villa_Florida,Departamentos/08_Misiones/Villa_Florida,ENR-DADOS-08_Misiones-Villa_Florida,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-08_Misiones-Villa_Florida,baixar_midia,08_Misiones,Villa_Florida,Departamentos/08_Misiones/Villa_Florida,ENR-DADOS-08_Misiones-Villa_Florida,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/08_Misiones/Villa_Florida/media/
ENR-MIDIA-MD-08_Misiones-Villa_Florida,atualizar_media_md,08_Misiones,Villa_Florida,Departamentos/08_Misiones/Villa_Florida,ENR-MIDIA-DOWN-08_Misiones-Villa_Florida,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-08_Misiones-Villa_Florida,validar_enriquecimento,08_Misiones,Villa_Florida,Departamentos/08_Misiones/Villa_Florida,ENR-MIDIA-MD-08_Misiones-Villa_Florida,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-08_Misiones-Yabebyry,enriquecer_dados,08_Misiones,Yabebyry,Departamentos/08_Misiones/Yabebyry,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-08_Misiones-Yabebyry,recalcular_gss,08_Misiones,Yabebyry,Departamentos/08_Misiones/Yabebyry,ENR-DADOS-08_Misiones-Yabebyry,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-08_Misiones-Yabebyry,baixar_midia,08_Misiones,Yabebyry,Departamentos/08_Misiones/Yabebyry,ENR-DADOS-08_Misiones-Yabebyry,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/08_Misiones/Yabebyry/media/
ENR-MIDIA-MD-08_Misiones-Yabebyry,atualizar_media_md,08_Misiones,Yabebyry,Departamentos/08_Misiones/Yabebyry,ENR-MIDIA-DOWN-08_Misiones-Yabebyry,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-08_Misiones-Yabebyry,validar_enriquecimento,08_Misiones,Yabebyry,Departamentos/08_Misiones/Yabebyry,ENR-MIDIA-MD-08_Misiones-Yabebyry,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-09_Paraguari-Acahay,enriquecer_dados,09_Paraguari,Acahay,Departamentos/09_Paraguari/Acahay,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-09_Paraguari-Acahay,recalcular_gss,09_Paraguari,Acahay,Departamentos/09_Paraguari/Acahay,ENR-DADOS-09_Paraguari-Acahay,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-09_Paraguari-Acahay,baixar_midia,09_Paraguari,Acahay,Departamentos/09_Paraguari/Acahay,ENR-DADOS-09_Paraguari-Acahay,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/09_Paraguari/Acahay/media/
