task_id,wave,phase,scope_level,department,district,path,depends_on,status,priority,agent_role,definition_of_done
E2-QA-08_Misiones-Santa_Maria,E2,qa_modelo,distrito,08_Misiones,Santa_Maria,Departamentos/08_Misiones/Santa_Maria,E2-SENS-08_Misiones-Santa_Maria,done,P1,agente_qa,Modelo auditavel e consistente com evidencias oficiais.
E3-MIDIA-08_Misiones-Santa_Maria,E3,midia_tecnica_local,distrito,08_Misiones,Santa_Maria,Departamentos/08_Misiones/Santa_Maria,E2-QA-08_Misiones-Santa_Maria,done,P2,agente_midia,"3 ativos tecnicos locais (mapa/risco/infra) com origem, data e licenca."
E3-QA-08_Misiones-Santa_Maria,E3,qa_midia,distrito,08_Misiones,Santa_Maria,Departamentos/08_Misiones/Santa_Maria,E3-MIDIA-08_Misiones-Santa_Maria,done,P2,agente_qa,Mídia coerente com texto e em qualidade suficiente para publicacao.
E4-TEXTO-08_Misiones-Santa_Maria,E4,redacao_profunda_distrital,distrito,08_Misiones,Santa_Maria,Departamentos/08_Misiones/Santa_Maria,E3-QA-08_Misiones-Santa_Maria,done,P1,agente_editorial,"Narrativa robusta com trade-offs, recomendacao e pre-condicoes de decisao."
E4-QA-08_Misiones-Santa_Maria,E4,qa_editorial_distrital,distrito,08_Misiones,Santa_Maria,Departamentos/08_Misiones/Santa_Maria,E4-TEXTO-08_Misiones-Santa_Maria,done,P1,agente_qa,"Texto coerente com dados, sem contradicoes, pronto para compilacao."
E1-CIT-08_Misiones-Santa_Rosa,E1,citacao_linha_a_linha,distrito,08_Misiones,Santa_Rosa,Departamentos/08_Misiones/Santa_Rosa,,done,P1,agente_pesquisa,">=12 afirmacoes criticas com fonte oficial, data da fonte e data de acesso."
E1-INDIC-08_Misiones-Santa_Rosa,E1,indicadores_oficiais_granulares,distrito,08_Misiones,Santa_Rosa,Departamentos/08_Misiones/Santa_Rosa,E1-CIT-08_Misiones-Santa_Rosa,done,P1,agente_dados,"Indicadores distritais oficiais preenchidos com unidade, periodo e link da serie."
E1-QA-08_Misiones-Santa_Rosa,E1,qa_evidencia,distrito,08_Misiones,Santa_Rosa,Departamentos/08_Misiones/Santa_Rosa,E1-INDIC-08_Misiones-Santa_Rosa,done,P1,agente_qa,"Sem placeholders, sem proxy nao justificado, citacao validada."
E2-MODEL-08_Misiones-Santa_Rosa,E2,calibracao_notas_AE,distrito,08_Misiones,Santa_Rosa,Departamentos/08_Misiones/Santa_Rosa,E1-QA-08_Misiones-Santa_Rosa,done,P1,agente_metodo,Notas A-E justificadas por regras quantitativas publicadas no dossie.
E2-GSS-08_Misiones-Santa_Rosa,E2,gss_reproduzivel,distrito,08_Misiones,Santa_Rosa,Departamentos/08_Misiones/Santa_Rosa,E2-MODEL-08_Misiones-Santa_Rosa,done,P1,agente_metodo,GSS recalculado e reproduzivel (mesma entrada -> mesmo resultado).
E2-SENS-08_Misiones-Santa_Rosa,E2,sensibilidade_3_cenarios,distrito,08_Misiones,Santa_Rosa,Departamentos/08_Misiones/Santa_Rosa,E2-GSS-08_Misiones-Santa_Rosa,done,P2,agente_risco,Cenarios otimista/base/conservador com impacto no ranking local.
E2-QA-08_Misiones-Santa_Rosa,E2,qa_modelo,distrito,08_Misiones,Santa_Rosa,Departamentos/08_Misiones/Santa_Rosa,E2-SENS-08_Misiones-Santa_Rosa,done,P1,agente_qa,Modelo auditavel e consistente com evidencias oficiais.
E3-MIDIA-08_Misiones-Santa_Rosa,E3,midia_tecnica_local,distrito,08_Misiones,Santa_Rosa,Departamentos/08_Misiones/Santa_Rosa,E2-QA-08_Misiones-Santa_Rosa,done,P2,agente_midia,"3 ativos tecnicos locais (mapa/risco/infra) com origem, data e licenca."
E3-QA-08_Misiones-Santa_Rosa,E3,qa_midia,distrito,08_Misiones,Santa_Rosa,Departamentos/08_Misiones/Santa_Rosa,E3-MIDIA-08_Misiones-Santa_Rosa,done,P2,agente_qa,Mídia coerente com texto e em qualidade suficiente para publicacao.
E4-TEXTO-08_Misiones-Santa_Rosa,E4,redacao_profunda_distrital,distrito,08_Misiones,Santa_Rosa,Departamentos/08_Misiones/Santa_Rosa,E3-QA-08_Misiones-Santa_Rosa,done,P1,agente_editorial,"Narrativa robusta com trade-offs, recomendacao e pre-condicoes de decisao."
E4-QA-08_Misiones-Santa_Rosa,E4,qa_editorial_distrital,distrito,08_Misiones,Santa_Rosa,Departamentos/08_Misiones/Santa_Rosa,E4-TEXTO-08_Misiones-Santa_Rosa,done,P1,agente_qa,"Texto coerente com dados, sem contradicoes, pronto para compilacao."
E1-CIT-08_Misiones-Santiago,E1,citacao_linha_a_linha,distrito,08_Misiones,Santiago,Departamentos/08_Misiones/Santiago,,done,P1,agente_pesquisa,">=12 afirmacoes criticas com fonte oficial, data da fonte e data de acesso."
E1-INDIC-08_Misiones-Santiago,E1,indicadores_oficiais_granulares,distrito,08_Misiones,Santiago,Departamentos/08_Misiones/Santiago,E1-CIT-08_Misiones-Santiago,done,P1,agente_dados,"Indicadores distritais oficiais preenchidos com unidade, periodo e link da serie."
E1-QA-08_Misiones-Santiago,E1,qa_evidencia,distrito,08_Misiones,Santiago,Departamentos/08_Misiones/Santiago,E1-INDIC-08_Misiones-Santiago,done,P1,agente_qa,"Sem placeholders, sem proxy nao justificado, citacao validada."
E2-MODEL-08_Misiones-Santiago,E2,calibracao_notas_AE,distrito,08_Misiones,Santiago,Departamentos/08_Misiones/Santiago,E1-QA-08_Misiones-Santiago,done,P1,agente_metodo,Notas A-E justificadas por regras quantitativas publicadas no dossie.
E2-GSS-08_Misiones-Santiago,E2,gss_reproduzivel,distrito,08_Misiones,Santiago,Departamentos/08_Misiones/Santiago,E2-MODEL-08_Misiones-Santiago,done,P1,agente_metodo,GSS recalculado e reproduzivel (mesma entrada -> mesmo resultado).
E2-SENS-08_Misiones-Santiago,E2,sensibilidade_3_cenarios,distrito,08_Misiones,Santiago,Departamentos/08_Misiones/Santiago,E2-GSS-08_Misiones-Santiago,done,P2,agente_risco,Cenarios otimista/base/conservador com impacto no ranking local.
E2-QA-08_Misiones-Santiago,E2,qa_modelo,distrito,08_Misiones,Santiago,Departamentos/08_Misiones/Santiago,E2-SENS-08_Misiones-Santiago,done,P1,agente_qa,Modelo auditavel e consistente com evidencias oficiais.
E3-MIDIA-08_Misiones-Santiago,E3,midia_tecnica_local,distrito,08_Misiones,Santiago,Departamentos/08_Misiones/Santiago,E2-QA-08_Misiones-Santiago,done,P2,agente_midia,"3 ativos tecnicos locais (mapa/risco/infra) com origem, data e licenca."
E3-QA-08_Misiones-Santiago,E3,qa_midia,distrito,08_Misiones,Santiago,Departamentos/08_Misiones/Santiago,E3-MIDIA-08_Misiones-Santiago,done,P2,agente_qa,Mídia coerente com texto e em qualidade suficiente para publicacao.
E4-TEXTO-08_Misiones-Santiago,E4,redacao_profunda_distrital,distrito,08_Misiones,Santiago,Departamentos/08_Misiones/Santiago,E3-QA-08_Misiones-Santiago,done,P1,agente_editorial,"Narrativa robusta com trade-offs, recomendacao e pre-condicoes de decisao."
E4-QA-08_Misiones-Santiago,E4,qa_editorial_distrital,distrito,08_Misiones,Santiago,Departamentos/08_Misiones/Santiago,E4-TEXTO-08_Misiones-Santiago,done,P1,agente_qa,"Texto coerente com dados, sem contradicoes, pronto para compilacao."
E1-CIT-08_Misiones-Villa_Florida,E1,citacao_linha_a_linha,distrito,08_Misiones,Villa_Florida,Departamentos/08_Misiones/Villa_Florida,,done,P1,agente_pesquisa,">=12 afirmacoes criticas com fonte oficial, data da fonte e data de acesso."
E1-INDIC-08_Misiones-Villa_Florida,E1,indicadores_oficiais_granulares,distrito,08_Misiones,Villa_Florida,Departamentos/08_Misiones/Villa_Florida,E1-CIT-08_Misiones-Villa_Florida,done,P1,agente_dados,"Indicadores distritais oficiais preenchidos com unidade, periodo e link da serie."
E1-QA-08_Misiones-Villa_Florida,E1,qa_evidencia,distrito,08_Misiones,Villa_Florida,Departamentos/08_Misiones/Villa_Florida,E1-INDIC-08_Misiones-Villa_Florida,done,P1,agente_qa,"Sem placeholders, sem proxy nao justificado, citacao validada."
E2-MODEL-08_Misiones-Villa_Florida,E2,calibracao_notas_AE,distrito,08_Misiones,Villa_Florida,Departamentos/08_Misiones/Villa_Florida,E1-QA-08_Misiones-Villa_Florida,done,P1,agente_metodo,Notas A-E justificadas por regras quantitativas publicadas no dossie.
E2-GSS-08_Misiones-Villa_Florida,E2,gss_reproduzivel,distrito,08_Misiones,Villa_Florida,Departamentos/08_Misiones/Villa_Florida,E2-MODEL-08_Misiones-Villa_Florida,done,P1,agente_metodo,GSS recalculado e reproduzivel (mesma entrada -> mesmo resultado).
E2-SENS-08_Misiones-Villa_Florida,E2,sensibilidade_3_cenarios,distrito,08_Misiones,Villa_Florida,Departamentos/08_Misiones/Villa_Florida,E2-GSS-08_Misiones-Villa_Florida,done,P2,agente_risco,Cenarios otimista/base/conservador com impacto no ranking local.
E2-QA-08_Misiones-Villa_Florida,E2,qa_modelo,distrito,08_Misiones,Villa_Florida,Departamentos/08_Misiones/Villa_Florida,E2-SENS-08_Misiones-Villa_Florida,done,P1,agente_qa,Modelo auditavel e consistente com evidencias oficiais.
E3-MIDIA-08_Misiones-Villa_Florida,E3,midia_tecnica_local,distrito,08_Misiones,Villa_Florida,Departamentos/08_Misiones/Villa_Florida,E2-QA-08_Misiones-Villa_Florida,done,P2,agente_midia,"3 ativos tecnicos locais (mapa/risco/infra) com origem, data e licenca."
E3-QA-08_Misiones-Villa_Florida,E3,qa_midia,distrito,08_Misiones,Villa_Florida,Departamentos/08_Misiones/Villa_Florida,E3-MIDIA-08_Misiones-Villa_Florida,done,P2,agente_qa,Mídia coerente com texto e em qualidade suficiente para publicacao.
E4-TEXTO-08_Misiones-Villa_Florida,E4,redacao_profunda_distrital,distrito,08_Misiones,Villa_Florida,Departamentos/08_Misiones/Villa_Florida,E3-QA-08_Misiones-Villa_Florida,done,P1,agente_editorial,"Narrativa robusta com trade-offs, recomendacao e pre-condicoes de decisao."
E4-QA-08_Misiones-Villa_Florida,E4,qa_editorial_distrital,distrito,08_Misiones,Villa_Florida,Departamentos/08_Misiones/Villa_Florida,E4-TEXTO-08_Misiones-Villa_Florida,done,P1,agente_qa,"Texto coerente com dados, sem contradicoes, pronto para compilacao."
E1-CIT-08_Misiones-Yabebyry,E1,citacao_linha_a_linha,distrito,08_Misiones,Yabebyry,Departamentos/08_Misiones/Yabebyry,,done,P1,agente_pesquisa,">=12 afirmacoes criticas com fonte oficial, data da fonte e data de acesso."
E1-INDIC-08_Misiones-Yabebyry,E1,indicadores_oficiais_granulares,distrito,08_Misiones,Yabebyry,Departamentos/08_Misiones/Yabebyry,E1-CIT-08_Misiones-Yabebyry,done,P1,agente_dados,"Indicadores distritais oficiais preenchidos com unidade, periodo e link da serie."
E1-QA-08_Misiones-Yabebyry,E1,qa_evidencia,distrito,08_Misiones,Yabebyry,Departamentos/08_Misiones/Yabebyry,E1-INDIC-08_Misiones-Yabebyry,done,P1,agente_qa,"Sem placeholders, sem proxy nao justificado, citacao validada."
E2-MODEL-08_Misiones-Yabebyry,E2,calibracao_notas_AE,distrito,08_Misiones,Yabebyry,Departamentos/08_Misiones/Yabebyry,E1-QA-08_Misiones-Yabebyry,done,P1,agente_metodo,Notas A-E justificadas por regras quantitativas publicadas no dossie.
E2-GSS-08_Misiones-Yabebyry,E2,gss_reproduzivel,distrito,08_Misiones,Yabebyry,Departamentos/08_Misiones/Yabebyry,E2-MODEL-08_Misiones-Yabebyry,done,P1,agente_metodo,GSS recalculado e reproduzivel (mesma entrada -> mesmo resultado).
E2-SENS-08_Misiones-Yabebyry,E2,sensibilidade_3_cenarios,distrito,08_Misiones,Yabebyry,Departamentos/08_Misiones/Yabebyry,E2-GSS-08_Misiones-Yabebyry,done,P2,agente_risco,Cenarios otimista/base/conservador com impacto no ranking local.
E2-QA-08_Misiones-Yabebyry,E2,qa_modelo,distrito,08_Misiones,Yabebyry,Departamentos/08_Misiones/Yabebyry,E2-SENS-08_Misiones-Yabebyry,done,P1,agente_qa,Modelo auditavel e consistente com evidencias oficiais.
E3-MIDIA-08_Misiones-Yabebyry,E3,midia_tecnica_local,distrito,08_Misiones,Yabebyry,Departamentos/08_Misiones/Yabebyry,E2-QA-08_Misiones-Yabebyry,done,P2,agente_midia,"3 ativos tecnicos locais (mapa/risco/infra) com origem, data e licenca."
E3-QA-08_Misiones-Yabebyry,E3,qa_midia,distrito,08_Misiones,Yabebyry,Departamentos/08_Misiones/Yabebyry,E3-MIDIA-08_Misiones-Yabebyry,done,P2,agente_qa,Mídia coerente com texto e em qualidade suficiente para publicacao.
E4-TEXTO-08_Misiones-Yabebyry,E4,redacao_profunda_distrital,distrito,08_Misiones,Yabebyry,Departamentos/08_Misiones/Yabebyry,E3-QA-08_Misiones-Yabebyry,done,P1,agente_editorial,"Narrativa robusta com trade-offs, recomendacao e pre-condicoes de decisao."
E4-QA-08_Misiones-Yabebyry,E4,qa_editorial_distrital,distrito,08_Misiones,Yabebyry,Departamentos/08_Misiones/Yabebyry,E4-TEXTO-08_Misiones-Yabebyry,done,P1,agente_qa,"Texto coerente com dados, sem contradicoes, pronto para compilacao."
E1-CIT-09_Paraguari-Acahay,E1,citacao_linha_a_linha,distrito,09_Paraguari,Acahay,Departamentos/09_Paraguari/Acahay,,done,P1,agente_pesquisa,">=12 afirmacoes criticas com fonte oficial, data da fonte e data de acesso."
E1-INDIC-09_Paraguari-Acahay,E1,indicadores_oficiais_granulares,distrito,09_Paraguari,Acahay,Departamentos/09_Paraguari/Acahay,E1-CIT-09_Paraguari-Acahay,done,P1,agente_dados,"Indicadores distritais oficiais preenchidos com unidade, periodo e link da serie."
E1-QA-09_Paraguari-Acahay,E1,qa_evidencia,distrito,09_Paraguari,Acahay,Departamentos/09_Paraguari/Acahay,E1-INDIC-09_Paraguari-Acahay,done,P1,agente_qa,"Sem placeholders, sem proxy nao justificado, citacao validada."
E2-MODEL-09_Paraguari-Acahay,E2,calibracao_notas_AE,distrito,09_Paraguari,Acahay,Departamentos/09_Paraguari/Acahay,E1-QA-09_Paraguari-Acahay,done,P1,agente_metodo,Notas A-E justificadas por regras quantitativas publicadas no dossie.
E2-GSS-09_Paraguari-Acahay,E2,gss_reproduzivel,distrito,09_Paraguari,Acahay,Departamentos/09_Paraguari/Acahay,E2-MODEL-09_Paraguari-Acahay,done,P1,agente_metodo,GSS recalculado e reproduzivel (mesma entrada -> mesmo resultado).
E2-SENS-09_Paraguari-Acahay,E2,sensibilidade_3_cenarios,distrito,09_Paraguari,Acahay,Departamentos/09_Paraguari/Acahay,E2-GSS-09_Paraguari-Acahay,done,P2,agente_risco,Cenarios otimista/base/conservador com impacto no ranking local.
E2-QA-09_Paraguari-Acahay,E2,qa_modelo,distrito,09_Paraguari,Acahay,Departamentos/09_Paraguari/Acahay,E2-SENS-09_Paraguari-Acahay,done,P1,agente_qa,Modelo auditavel e consistente com evidencias oficiais.
E3-MIDIA-09_Paraguari-Acahay,E3,midia_tecnica_local,distrito,09_Paraguari,Acahay,Departamentos/09_Paraguari/Acahay,E2-QA-09_Paraguari-Acahay,done,P2,agente_midia,"3 ativos tecnicos locais (mapa/risco/infra) com origem, data e licenca."
E3-QA-09_Paraguari-Acahay,E3,qa_midia,distrito,09_Paraguari,Acahay,Departamentos/09_Paraguari/Acahay,E3-MIDIA-09_Paraguari-Acahay,done,P2,agente_qa,Mídia coerente com texto e em qualidade suficiente para publicacao.
E4-TEXTO-09_Paraguari-Acahay,E4,redacao_profunda_distrital,distrito,09_Paraguari,Acahay,Departamentos/09_Paraguari/Acahay,E3-QA-09_Paraguari-Acahay,done,P1,agente_editorial,"Narrativa robusta com trade-offs, recomendacao e pre-condicoes de decisao."
E4-QA-09_Paraguari-Acahay,E4,qa_editorial_distrital,distrito,09_Paraguari,Acahay,Departamentos/09_Paraguari/Acahay,E4-TEXTO-09_Paraguari-Acahay,done,P1,agente_qa,"Texto coerente com dados, sem contradicoes, pronto para compilacao."
E1-CIT-09_Paraguari-Caapucu,E1,citacao_linha_a_linha,distrito,09_Paraguari,Caapucu,Departamentos/09_Paraguari/Caapucu,,done,P1,agente_pesquisa,">=12 afirmacoes criticas com fonte oficial, data da fonte e data de acesso."
E1-INDIC-09_Paraguari-Caapucu,E1,indicadores_oficiais_granulares,distrito,09_Paraguari,Caapucu,Departamentos/09_Paraguari/Caapucu,E1-CIT-09_Paraguari-Caapucu,done,P1,agente_dados,"Indicadores distritais oficiais preenchidos com unidade, periodo e link da serie."
E1-QA-09_Paraguari-Caapucu,E1,qa_evidencia,distrito,09_Paraguari,Caapucu,Departamentos/09_Paraguari/Caapucu,E1-INDIC-09_Paraguari-Caapucu,done,P1,agente_qa,"Sem placeholders, sem proxy nao justificado, citacao validada."
E2-MODEL-09_Paraguari-Caapucu,E2,calibracao_notas_AE,distrito,09_Paraguari,Caapucu,Departamentos/09_Paraguari/Caapucu,E1-QA-09_Paraguari-Caapucu,done,P1,agente_metodo,Notas A-E justificadas por regras quantitativas publicadas no dossie.
E2-GSS-09_Paraguari-Caapucu,E2,gss_reproduzivel,distrito,09_Paraguari,Caapucu,Departamentos/09_Paraguari/Caapucu,E2-MODEL-09_Paraguari-Caapucu,done,P1,agente_metodo,GSS recalculado e reproduzivel (mesma entrada -> mesmo resultado).
E2-SENS-09_Paraguari-Caapucu,E2,sensibilidade_3_cenarios,distrito,09_Paraguari,Caapucu,Departamentos/09_Paraguari/Caapucu,E2-GSS-09_Paraguari-Caapucu,done,P2,agente_risco,Cenarios otimista/base/conservador com impacto no ranking local.
E2-QA-09_Paraguari-Caapucu,E2,qa_modelo,distrito,09_Paraguari,Caapucu,Departamentos/09_Paraguari/Caapucu,E2-SENS-09_Paraguari-Caapucu,done,P1,agente_qa,Modelo auditavel e consistente com evidencias oficiais.
E3-MIDIA-09_Paraguari-Caapucu,E3,midia_tecnica_local,distrito,09_Paraguari,Caapucu,Departamentos/09_Paraguari/Caapucu,E2-QA-09_Paraguari-Caapucu,done,P2,agente_midia,"3 ativos tecnicos locais (mapa/risco/infra) com origem, data e licenca."
E3-QA-09_Paraguari-Caapucu,E3,qa_midia,distrito,09_Paraguari,Caapucu,Departamentos/09_Paraguari/Caapucu,E3-MIDIA-09_Paraguari-Caapucu,done,P2,agente_qa,Mídia coerente com texto e em qualidade suficiente para publicacao.
E4-TEXTO-09_Paraguari-Caapucu,E4,redacao_profunda_distrital,distrito,09_Paraguari,Caapucu,Departamentos/09_Paraguari/Caapucu,E3-QA-09_Paraguari-Caapucu,done,P1,agente_editorial,"Narrativa robusta com trade-offs, recomendacao e pre-condicoes de decisao."
E4-QA-09_Paraguari-Caapucu,E4,qa_editorial_distrital,distrito,09_Paraguari,Caapucu,Departamentos/09_Paraguari/Caapucu,E4-TEXTO-09_Paraguari-Caapucu,done,P1,agente_qa,"Texto coerente com dados, sem contradicoes, pronto para compilacao."
E1-CIT-09_Paraguari-Caballero,E1,citacao_linha_a_linha,distrito,09_Paraguari,Caballero,Departamentos/09_Paraguari/Caballero,,done,P1,agente_pesquisa,">=12 afirmacoes criticas com fonte oficial, data da fonte e data de acesso."
E1-INDIC-09_Paraguari-Caballero,E1,indicadores_oficiais_granulares,distrito,09_Paraguari,Caballero,Departamentos/09_Paraguari/Caballero,E1-CIT-09_Paraguari-Caballero,done,P1,agente_dados,"Indicadores distritais oficiais preenchidos com unidade, periodo e link da serie."
E1-QA-09_Paraguari-Caballero,E1,qa_evidencia,distrito,09_Paraguari,Caballero,Departamentos/09_Paraguari/Caballero,E1-INDIC-09_Paraguari-Caballero,done,P1,agente_qa,"Sem placeholders, sem proxy nao justificado, citacao validada."
E2-MODEL-09_Paraguari-Caballero,E2,calibracao_notas_AE,distrito,09_Paraguari,Caballero,Departamentos/09_Paraguari/Caballero,E1-QA-09_Paraguari-Caballero,done,P1,agente_metodo,Notas A-E justificadas por regras quantitativas publicadas no dossie.
E2-GSS-09_Paraguari-Caballero,E2,gss_reproduzivel,distrito,09_Paraguari,Caballero,Departamentos/09_Paraguari/Caballero,E2-MODEL-09_Paraguari-Caballero,done,P1,agente_metodo,GSS recalculado e reproduzivel (mesma entrada -> mesmo resultado).
E2-SENS-09_Paraguari-Caballero,E2,sensibilidade_3_cenarios,distrito,09_Paraguari,Caballero,Departamentos/09_Paraguari/Caballero,E2-GSS-09_Paraguari-Caballero,done,P2,agente_risco,Cenarios otimista/base/conservador com impacto no ranking local.
E2-QA-09_Paraguari-Caballero,E2,qa_modelo,distrito,09_Paraguari,Caballero,Departamentos/09_Paraguari/Caballero,E2-SENS-09_Paraguari-Caballero,done,P1,agente_qa,Modelo auditavel e consistente com evidencias oficiais.
E3-MIDIA-09_Paraguari-Caballero,E3,midia_tecnica_local,distrito,09_Paraguari,Caballero,Departamentos/09_Paraguari/Caballero,E2-QA-09_Paraguari-Caballero,done,P2,agente_midia,"3 ativos tecnicos locais (mapa/risco/infra) com origem, data e licenca."
E3-QA-09_Paraguari-Caballero,E3,qa_midia,distrito,09_Paraguari,Caballero,Departamentos/09_Paraguari/Caballero,E3-MIDIA-09_Paraguari-Caballero,done,P2,agente_qa,Mídia coerente com texto e em qualidade suficiente para publicacao.
E4-TEXTO-09_Paraguari-Caballero,E4,redacao_profunda_distrital,distrito,09_Paraguari,Caballero,Departamentos/09_Paraguari/Caballero,E3-QA-09_Paraguari-Caballero,done,P1,agente_editorial,"Narrativa robusta com trade-offs, recomendacao e pre-condicoes de decisao."
E4-QA-09_Paraguari-Caballero,E4,qa_editorial_distrital,distrito,09_Paraguari,Caballero,Departamentos/09_Paraguari/Caballero,E4-TEXTO-09_Paraguari-Caballero,done,P1,agente_qa,"Texto coerente com dados, sem contradicoes, pronto para compilacao."
E1-CIT-09_Paraguari-Carapegua,E1,citacao_linha_a_linha,distrito,09_Paraguari,Carapegua,Departamentos/09_Paraguari/Carapegua,,done,P1,agente_pesquisa,">=12 afirmacoes criticas com fonte oficial, data da fonte e data de acesso."
E1-INDIC-09_Paraguari-Carapegua,E1,indicadores_oficiais_granulares,distrito,09_Paraguari,Carapegua,Departamentos/09_Paraguari/Carapegua,E1-CIT-09_Paraguari-Carapegua,done,P1,agente_dados,"Indicadores distritais oficiais preenchidos com unidade, periodo e link da serie."
E1-QA-09_Paraguari-Carapegua,E1,qa_evidencia,distrito,09_Paraguari,Carapegua,Departamentos/09_Paraguari/Carapegua,E1-INDIC-09_Paraguari-Carapegua,done,P1,agente_qa,"Sem placeholders, sem proxy nao justificado, citacao validada."
E2-MODEL-09_Paraguari-Carapegua,E2,calibracao_notas_AE,distrito,09_Paraguari,Carapegua,Departamentos/09_Paraguari/Carapegua,E1-QA-09_Paraguari-Carapegua,done,P1,agente_metodo,Notas A-E justificadas por regras quantitativas publicadas no dossie.
E2-GSS-09_Paraguari-Carapegua,E2,gss_reproduzivel,distrito,09_Paraguari,Carapegua,Departamentos/09_Paraguari/Carapegua,E2-MODEL-09_Paraguari-Carapegua,done,P1,agente_metodo,GSS recalculado e reproduzivel (mesma entrada -> mesmo resultado).
E2-SENS-09_Paraguari-Carapegua,E2,sensibilidade_3_cenarios,distrito,09_Paraguari,Carapegua,Departamentos/09_Paraguari/Carapegua,E2-GSS-09_Paraguari-Carapegua,done,P2,agente_risco,Cenarios otimista/base/conservador com impacto no ranking local.
E2-QA-09_Paraguari-Carapegua,E2,qa_modelo,distrito,09_Paraguari,Carapegua,Departamentos/09_Paraguari/Carapegua,E2-SENS-09_Paraguari-Carapegua,done,P1,agente_qa,Modelo auditavel e consistente com evidencias oficiais.
E3-MIDIA-09_Paraguari-Carapegua,E3,midia_tecnica_local,distrito,09_Paraguari,Carapegua,Departamentos/09_Paraguari/Carapegua,E2-QA-09_Paraguari-Carapegua,done,P2,agente_midia,"3 ativos tecnicos locais (mapa/risco/infra) com origem, data e licenca."
E3-QA-09_Paraguari-Carapegua,E3,qa_midia,distrito,09_Paraguari,Carapegua,Departamentos/09_Paraguari/Carapegua,E3-MIDIA-09_Paraguari-Carapegua,done,P2,agente_qa,Mídia coerente com texto e em qualidade suficiente para publicacao.
E4-TEXTO-09_Paraguari-Carapegua,E4,redacao_profunda_distrital,distrito,09_Paraguari,Carapegua,Departamentos/09_Paraguari/Carapegua,E3-QA-09_Paraguari-Carapegua,done,P1,agente_editorial,"Narrativa robusta com trade-offs, recomendacao e pre-condicoes de decisao."
E4-QA-09_Paraguari-Carapegua,E4,qa_editorial_distrital,distrito,09_Paraguari,Carapegua,Departamentos/09_Paraguari/Carapegua,E4-TEXTO-09_Paraguari-Carapegua,done,P1,agente_qa,"Texto coerente com dados, sem contradicoes, pronto para compilacao."
E1-CIT-09_Paraguari-Escobar,E1,citacao_linha_a_linha,distrito,09_Paraguari,Escobar,Departamentos/09_Paraguari/Escobar,,done,P1,agente_pesquisa,">=12 afirmacoes criticas com fonte oficial, data da fonte e data de acesso."
E1-INDIC-09_Paraguari-Escobar,E1,indicadores_oficiais_granulares,distrito,09_Paraguari,Escobar,Departamentos/09_Paraguari/Escobar,E1-CIT-09_Paraguari-Escobar,done,P1,agente_dados,"Indicadores distritais oficiais preenchidos com unidade, periodo e link da serie."
E1-QA-09_Paraguari-Escobar,E1,qa_evidencia,distrito,09_Paraguari,Escobar,Departamentos/09_Paraguari/Escobar,E1-INDIC-09_Paraguari-Escobar,done,P1,agente_qa,"Sem placeholders, sem proxy nao justificado, citacao validada."
E2-MODEL-09_Paraguari-Escobar,E2,calibracao_notas_AE,distrito,09_Paraguari,Escobar,Departamentos/09_Paraguari/Escobar,E1-QA-09_Paraguari-Escobar,done,P1,agente_metodo,Notas A-E justificadas por regras quantitativas publicadas no dossie.
E2-GSS-09_Paraguari-Escobar,E2,gss_reproduzivel,distrito,09_Paraguari,Escobar,Departamentos/09_Paraguari/Escobar,E2-MODEL-09_Paraguari-Escobar,done,P1,agente_metodo,GSS recalculado e reproduzivel (mesma entrada -> mesmo resultado).
E2-SENS-09_Paraguari-Escobar,E2,sensibilidade_3_cenarios,distrito,09_Paraguari,Escobar,Departamentos/09_Paraguari/Escobar,E2-GSS-09_Paraguari-Escobar,done,P2,agente_risco,Cenarios otimista/base/conservador com impacto no ranking local.
E2-QA-09_Paraguari-Escobar,E2,qa_modelo,distrito,09_Paraguari,Escobar,Departamentos/09_Paraguari/Escobar,E2-SENS-09_Paraguari-Escobar,done,P1,agente_qa,Modelo auditavel e consistente com evidencias oficiais.
E3-MIDIA-09_Paraguari-Escobar,E3,midia_tecnica_local,distrito,09_Paraguari,Escobar,Departamentos/09_Paraguari/Escobar,E2-QA-09_Paraguari-Escobar,done,P2,agente_midia,"3 ativos tecnicos locais (mapa/risco/infra) com origem, data e licenca."
E3-QA-09_Paraguari-Escobar,E3,qa_midia,distrito,09_Paraguari,Escobar,Departamentos/09_Paraguari/Escobar,E3-MIDIA-09_Paraguari-Escobar,done,P2,agente_qa,Mídia coerente com texto e em qualidade suficiente para publicacao.
E4-TEXTO-09_Paraguari-Escobar,E4,redacao_profunda_distrital,distrito,09_Paraguari,Escobar,Departamentos/09_Paraguari/Escobar,E3-QA-09_Paraguari-Escobar,done,P1,agente_editorial,"Narrativa robusta com trade-offs, recomendacao e pre-condicoes de decisao."
E4-QA-09_Paraguari-Escobar,E4,qa_editorial_distrital,distrito,09_Paraguari,Escobar,Departamentos/09_Paraguari/Escobar,E4-TEXTO-09_Paraguari-Escobar,done,P1,agente_qa,"Texto coerente com dados, sem contradicoes, pronto para compilacao."
